09/04/2012,23:01:26,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:01:19,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
09/04/2012,23:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,23:00:51 890596 Seconds."
09/04/2012,22:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,22:00:51 887005 Seconds."
09/04/2012,21:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,21:00:51 883414 Seconds."
09/04/2012,20:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,20:00:51 879824 Seconds."
09/04/2012,19:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,19:00:51 876233 Seconds."
09/04/2012,18:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,18:00:51 872642 Seconds."
09/04/2012,17:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,17:00:51 869051 Seconds."
09/04/2012,16:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,16:00:51 865460 Seconds."
09/04/2012,15:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,15:00:51 861869 Seconds."
09/04/2012,14:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,14:00:51 858279 Seconds."
09/04/2012,13:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,13:00:51 854688 Seconds."
09/04/2012,12:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,12:00:51 851097 Seconds."
09/04/2012,11:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,11:00:51 847506 Seconds."
09/04/2012,10:47:35,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
09/04/2012,10:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,10:00:51 843915 Seconds."
09/04/2012,09:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,09:00:51 840324 Seconds."
09/04/2012,08:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,08:00:51 836734 Seconds."
09/04/2012,07:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,07:00:51 833143 Seconds."
09/04/2012,06:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,06:00:51 829552 Seconds."
09/04/2012,05:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,05:00:51 825961 Seconds."
09/04/2012,04:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,04:00:51 822370 Seconds."
09/04/2012,03:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,03:00:51 818779 Seconds."
09/04/2012,02:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,02:00:51 815189 Seconds."
09/04/2012,01:00:51,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,01:00:50 811598 Seconds."
09/04/2012,00:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-09,00:00:50 808007 Seconds."
08/04/2012,23:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,23:00:50 804416 Seconds."
08/04/2012,22:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,22:00:50 800825 Seconds."
08/04/2012,21:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,21:00:50 797234 Seconds."
08/04/2012,20:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,20:00:50 793644 Seconds."
08/04/2012,19:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,19:00:50 790053 Seconds."
08/04/2012,18:42:20,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
08/04/2012,18:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,18:00:50 786462 Seconds."
08/04/2012,17:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,17:00:50 782871 Seconds."
08/04/2012,16:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,16:00:50 779280 Seconds."
08/04/2012,15:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,15:00:50 775689 Seconds."
08/04/2012,14:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,14:00:50 772099 Seconds."
08/04/2012,13:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,13:00:50 768508 Seconds."
08/04/2012,12:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,12:00:50 764917 Seconds."
08/04/2012,11:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,11:00:50 761326 Seconds."
08/04/2012,10:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,10:00:50 757735 Seconds."
08/04/2012,09:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,09:00:50 754144 Seconds."
08/04/2012,08:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,08:00:50 750554 Seconds."
08/04/2012,07:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,07:00:50 746963 Seconds."
08/04/2012,06:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,06:00:50 743372 Seconds."
08/04/2012,05:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,05:00:50 739781 Seconds."
08/04/2012,04:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,04:00:50 736190 Seconds."
08/04/2012,03:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,03:00:50 732599 Seconds."
08/04/2012,02:37:05,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
08/04/2012,02:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,02:00:50 729009 Seconds."
08/04/2012,01:16:14,MR_MONITOR,Information,CTRL ,35,N/A,AVC-SR-001,Controller ID: 0  Patrol Read complete.
08/04/2012,01:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,01:00:50 725418 Seconds."
08/04/2012,00:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-08,00:00:50 721827 Seconds."
07/04/2012,23:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,23:00:50 718236 Seconds."
07/04/2012,22:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,22:00:50 714645 Seconds."
07/04/2012,21:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,21:00:50 711054 Seconds."
07/04/2012,20:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,20:00:50 707464 Seconds."
07/04/2012,19:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,19:00:50 703873 Seconds."
07/04/2012,18:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,18:00:50 700282 Seconds."
07/04/2012,17:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,17:00:50 696691 Seconds."
07/04/2012,16:44:30,MR_MONITOR,Information,CTRL ,39,N/A,AVC-SR-001,Controller ID: 0  Patrol Read started.
07/04/2012,16:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,16:00:50 693100 Seconds."
07/04/2012,15:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,15:00:50 689509 Seconds."
07/04/2012,14:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,14:00:50 685919 Seconds."
07/04/2012,13:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,13:00:50 682328 Seconds."
07/04/2012,12:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,12:00:50 678737 Seconds."
07/04/2012,11:26:20,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 7 freeze stopped.
07/04/2012,11:26:20,ESENT,Information,ShadowCopy ,2003,N/A,AVC-SR-001,lsass (452) Shadow copy 7 freeze stopped.
07/04/2012,11:26:20,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,certsrv.exe (1952) Shadow copy 7 freeze started.
07/04/2012,11:26:20,ESENT,Information,ShadowCopy ,2001,N/A,AVC-SR-001,lsass (452) Shadow copy 7 freeze started.
07/04/2012,11:25:47,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
07/04/2012,11:25:41,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
07/04/2012,11:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,11:00:50 675146 Seconds."
07/04/2012,10:36:50,SceCli,Information,None,1704,N/A,AVC-SR-001,Security policy in the Group policy objects has been applied successfully.
07/04/2012,10:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,10:00:50 671555 Seconds."
07/04/2012,09:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,09:00:50 667964 Seconds."
07/04/2012,08:15:00,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
07/04/2012,08:14:54,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
07/04/2012,08:14:43,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
07/04/2012,08:14:37,Backup Exec,Error,None,57860,N/A,AVC-SR-001,"An error occurred while attempting to log in to the following server: ""AVC-SR-001"".
 SQL error number: ""0011"".
 SQL error message: ""[DBNETLIB][ConnectionOpen (Connect()).]SQL Server does not exist or access denied.
"". 

 For more information, click the following link: 
http://eventlookup.veritas.com/eventlookup/EventLookup.jhtml"
07/04/2012,08:00:50,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,08:00:50 664374 Seconds."
07/04/2012,07:00:49,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,07:00:49 660782 Seconds."
07/04/2012,06:00:49,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,06:00:49 657191 Seconds."
07/04/2012,05:00:49,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,05:00:49 653601 Seconds."
07/04/2012,04:00:49,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,04:00:49 650010 Seconds."
07/04/2012,03:00:49,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,03:00:49 646419 Seconds."
07/04/2012,02:00:49,MR_MONITOR,Information,CTRL ,44,N/A,AVC-SR-001,"Controller ID: 0  Time established since power on: Time 2012-04-07,02:00:49 642828 Seconds."
